fecha_fijacion;index;serie;valor
01-09-2017;SI;PNP AYSEN;7716,76
01-09-2017;SI;PNP COCHAMÓ;14843,5
01-09-2017;SI;PNP HORNOPIRÉN;9347,86
01-09-2017;SI;PNP PARENAS;10429,54
01-09-2017;SI;PNP PNATALES;5883,61
01-09-2017;SI;PNP PORVENIR;7446,44
01-09-2017;SI;PNP SEN-SIC;5365,73
01-09-2017;SI;PNP SEN-SING Cruc.;5402,43
01-09-2017;SI;PNP WILLIAMS;14169,69
01-09-2017;SI;UF;26604,1
01-10-2017;NO;DÓLAR;625,54
01-10-2017;SI;DÓLAR;625,54
01-10-2017;NO;Factor de actualización;1,0334
01-10-2017;SI;Factor de actualización;1,0334
01-10-2017;NO;PNE AYSEN;56,859
01-10-2017;SI;PNE AYSEN;57,046
01-10-2017;NO;PNE COCHAMÓ;115,843
01-10-2017;SI;PNE COCHAMÓ;114,454
01-10-2017;NO;PNE HORNOPIRÉN;106,5
01-10-2017;SI;PNE HORNOPIRÉN;105,628
01-10-2017;NO;PNE PARENAS;44,074
01-10-2017;SI;PNE PARENAS;44,186
01-10-2017;NO;PNE PNATALES;64,361
01-10-2017;SI;PNE PNATALES;64,029
01-10-2017;NO;PNE PORVENIR;59,955
01-10-2017;SI;PNE PORVENIR;59,769
01-10-2017;NO;PNE SEN-SIC;43,93
01-10-2017;SI;PNE SEN-SIC;43,93
01-10-2017;NO;PNE SEN-SING Cruc.;37,621
01-10-2017;SI;PNE SEN-SING Cruc.;37,621
01-10-2017;NO;PNE WILLIAMS;190,25
01-10-2017;SI;PNE WILLIAMS;190,058
01-10-2017;NO;PNP AYSEN;7716,76
01-10-2017;SI;PNP AYSEN;7594,03
01-10-2017;NO;PNP COCHAMÓ;14843,5
01-10-2017;SI;PNP COCHAMÓ;14766,76
01-10-2017;NO;PNP HORNOPIRÉN;9347,86
01-10-2017;SI;PNP HORNOPIRÉN;9208,51
01-10-2017;NO;PNP PARENAS;10429,54
01-10-2017;SI;PNP PARENAS;10013,05
01-10-2017;NO;PNP PNATALES;5883,61
01-10-2017;SI;PNP PNATALES;5775,65
01-10-2017;NO;PNP PORVENIR;7446,44
01-10-2017;SI;PNP PORVENIR;7355,99
01-10-2017;NO;PNP SEN-SIC;5400,39
01-10-2017;SI;PNP SEN-SIC;5400,39
01-10-2017;NO;PNP SEN-SING Cruc.;5374,93
01-10-2017;SI;PNP SEN-SING Cruc.;5374,93
01-10-2017;NO;PNP WILLIAMS;14169,69
01-10-2017;SI;PNP WILLIAMS;14099,83
01-10-2017;NO;UF;26656,79
01-10-2017;SI;UF;26656,79
01-04-2018;NO;DÓLAR;603,45
01-04-2018;NO;Factor de actualización;1,0215
01-04-2018;NO;PNE AYSEN;60,306
01-04-2018;NO;PNE COCHAMÓ;126,176
01-04-2018;NO;PNE HORNOPIRÉN;112,434
01-04-2018;NO;PNE PARENAS;44,606
01-04-2018;NO;PNE PNATALES;64,387
01-04-2018;NO;PNE PORVENIR;60,203
01-04-2018;NO;PNE SEN-SIC;41,176
01-04-2018;NO;PNE SEN-SING Cruc.;42,141
01-04-2018;NO;PNE WILLIAMS;201,159
01-04-2018;NO;PNP AYSEN;7571,85
01-04-2018;NO;PNP COCHAMÓ;14873,53
01-04-2018;NO;PNP HORNOPIRÉN;9191,84
01-04-2018;NO;PNP PARENAS;9835,45
01-04-2018;NO;PNP PNATALES;5755,63
01-04-2018;NO;PNP PORVENIR;7371,9
01-04-2018;NO;PNP SEN-SIC;5122,32
01-04-2018;NO;PNP SEN-SING Cruc.;5110,33
01-04-2018;NO;PNP WILLIAMS;14205,32
01-04-2018;NO;UF;26966,89
01-10-2018;NO;DÓLAR;680,91
01-10-2018;NO;Factor de actualización;1,0069
01-10-2018;NO;PNE AYSEN;67,755
01-10-2018;NO;PNE COCHAMÓ;146,143
01-10-2018;NO;PNE HORNOPIRÉN;124,83
01-10-2018;NO;PNE PARENAS;45,83
01-10-2018;NO;PNE PNATALES;66,938
01-10-2018;NO;PNE PORVENIR;62,327
01-10-2018;NO;PNE SEN-SIC;39,173
01-10-2018;NO;PNE SEN-SING Cruc.;40,842
01-10-2018;NO;PNE WILLIAMS;219,216
01-10-2018;NO;PNP AYSEN;8108,7
01-10-2018;NO;PNP COCHAMÓ;15499,49
01-10-2018;NO;PNP HORNOPIRÉN;9808,43
01-10-2018;NO;PNP PARENAS;10548,95
01-10-2018;NO;PNP PNATALES;6139,07
01-10-2018;NO;PNP PORVENIR;7749,78
01-10-2018;NO;PNP SEN-SIC;4981,72
01-10-2018;NO;PNP SEN-SING Cruc.;4972,52
01-10-2018;NO;PNP WILLIAMS;14791,58
01-10-2018;NO;UF;27357,45
01-02-2019;SI;DÓLAR;677,06
01-02-2019;SI;Factor de actualización;1
01-02-2019;SI;PNE AYSEN;67,755
01-02-2019;SI;PNE COCHAMÓ;146,143
01-02-2019;SI;PNE HORNOPIRÉN;124,83
01-02-2019;SI;PNE PARENAS;45,83
01-02-2019;SI;PNE PNATALES;66,938
01-02-2019;SI;PNE PORVENIR;62,327
01-02-2019;SI;PNE SEN-SIC;43,331
01-02-2019;SI;PNE SEN-SING Cruc.;45,177
01-02-2019;SI;PNE WILLIAMS;219,216
01-02-2019;SI;PNP AYSEN;8108,7
01-02-2019;SI;PNP COCHAMÓ;15499,49
01-02-2019;SI;PNP HORNOPIRÉN;9808,43
01-02-2019;SI;PNP PARENAS;10548,95
01-02-2019;SI;PNP PNATALES;6139,07
01-02-2019;SI;PNP PORVENIR;7749,78
01-02-2019;SI;PNP SEN-SIC;5351,08
01-02-2019;SI;PNP SEN-SING Cruc.;5345,1
01-02-2019;SI;PNP WILLIAMS;14791,58
01-02-2019;SI;UF;27546,22
01-04-2019;SI;DÓLAR;667,68
01-10-2019;SI;DÓLAR;718,44
01-04-2019;NO;PNE SEN-SIC;46,101
01-04-2019;NO;PNP SEN-SIC;5336,31
01-04-2019;NO;PNE SEN-SING Cruc.;46,832
01-04-2019;NO;PNP SEN-SING Cruc.;5351,62
01-10-2019;NO;PNE SEN-SIC;47,674
01-10-2019;NO;PNP SEN-SIC;5528,39
01-10-2019;NO;PNE SEN-SING Cruc.;46,885
01-10-2019;NO;PNP SEN-SING Cruc.;5291,22
